PLAYER,TEAM_GENERAL - DEFENSE,AGE_GENERAL - DEFENSE,W_GENERAL - DEFENSE,L_GENERAL - DEFENSE,MIN_GENERAL - DEFENSE,DEF RTG_GENERAL - DEFENSE,DREB_GENERAL - DEFENSE,DREB%_GENERAL - DEFENSE,%DREB_GENERAL - DEFENSE,STL_GENERAL - DEFENSE,STL%_GENERAL - DEFENSE,BLK_GENERAL - DEFENSE,%BLK_GENERAL - DEFENSE,OPP PTS OFF TOV_GENERAL - DEFENSE,OPP PTS 2ND CHANCE_GENERAL - DEFENSE,OPP PTS FB_GENERAL - DEFENSE,OPP PTS PAINT_GENERAL - DEFENSE,DEF WS_GENERAL - DEFENSE,TEAM_DEFENSE DASHBOARD,AGE_DEFENSE DASHBOARD,POSITION_DEFENSE DASHBOARD,G_DEFENSE DASHBOARD,FREQ%_DEFENSE DASHBOARD,DFGM_DEFENSE DASHBOARD,DFGA_DEFENSE DASHBOARD,DFG%_DEFENSE DASHBOARD,FG%_DEFENSE DASHBOARD,DIFF%_DEFENSE DASHBOARD,TEAM_HUSTLE,AGE_HUSTLE,MIN_HUSTLE,SCREEN ASSISTS_HUSTLE,SCREEN ASSISTS PTS_HUSTLE,DEFLECTIONS_HUSTLE,OFF LOOSE BALLS RECOVERED_HUSTLE,DEF LOOSE BALLS RECOVERED_HUSTLE,LOOSE BALLS RECOVERED_HUSTLE,% LOOSE BALLS RECOVERED_HUSTLE,% LOOSE BALLS RECOVERED.1_HUSTLE,CHARGES DRAWN_HUSTLE,CONTESTED 2PT SHOTS_HUSTLE,CONTESTED 3 PT SHOTS_HUSTLE,CONTESTED SHOTS_HUSTLE,TEAM_BOX OUTS,AGE_BOX OUTS,MIN_BOX OUTS,BOX OUTS_BOX OUTS,OFF BOX OUTS_BOX OUTS,DEF BOX OUTS_BOX OUTS,TEAM REB ON BOX OUTS_BOX OUTS,PLAYER REB ON BOX OUTS_BOX OUTS,% BOX OUTS OFF_BOX OUTS,% BOX OUTS DEF_BOX OUTS,% TEAM REB WHEN BOX OUT_BOX OUTS,% PLAYER REB WHEN BOX OUT_BOX OUTS,GP,SCORE,avg_scoring_probability,possessions,DEF WS_GENERAL - DEFENSE_WEIGHTED,MIN_GENERAL - DEFENSE_WEIGHTED,MIN_BOX OUTS_WEIGHTED,% TEAM REB WHEN BOX OUT_BOX OUTS_WEIGHTED,BLK_GENERAL - DEFENSE_WEIGHTED,MIN_HUSTLE_WEIGHTED,OPP PTS 2ND CHANCE_GENERAL - DEFENSE_WEIGHTED,DFGM_DEFENSE DASHBOARD_WEIGHTED,DEF RTG_GENERAL - DEFENSE_WEIGHTED,STL%_GENERAL - DEFENSE_WEIGHTED,CONTESTED 3 PT SHOTS_HUSTLE_WEIGHTED,%BLK_GENERAL - DEFENSE_WEIGHTED,DFG%_DEFENSE DASHBOARD_WEIGHTED,% BOX OUTS OFF_BOX OUTS_WEIGHTED,DFGA_DEFENSE DASHBOARD_WEIGHTED,% PLAYER REB WHEN BOX OUT_BOX OUTS_WEIGHTED,CONTESTED SHOTS_HUSTLE_WEIGHTED,DEFLECTIONS_HUSTLE_WEIGHTED,OPP PTS FB_GENERAL - DEFENSE_WEIGHTED,% BOX OUTS DEF_BOX OUTS_WEIGHTED,W_GENERAL - DEFENSE_WEIGHTED,DREB%_GENERAL - DEFENSE_WEIGHTED,% LOOSE BALLS RECOVERED.1_HUSTLE_WEIGHTED,CHARGES DRAWN_HUSTLE_WEIGHTED,%DREB_GENERAL - DEFENSE_WEIGHTED,OPP PTS OFF TOV_GENERAL - DEFENSE_WEIGHTED,DIFF%_DEFENSE DASHBOARD_WEIGHTED,avg_scoring_probability_WEIGHTED,L_GENERAL - DEFENSE_WEIGHTED,GP_WEIGHTED,FG%_DEFENSE DASHBOARD_WEIGHTED,G_DEFENSE DASHBOARD_WEIGHTED,DREB_GENERAL - DEFENSE_WEIGHTED,possessions_WEIGHTED,PLAYER REB ON BOX OUTS_BOX OUTS_WEIGHTED,TEAM REB ON BOX OUTS_BOX OUTS_WEIGHTED,CONTESTED 2PT SHOTS_HUSTLE_WEIGHTED,% LOOSE BALLS RECOVERED_HUSTLE_WEIGHTED,SCREEN ASSISTS PTS_HUSTLE_WEIGHTED,DEF LOOSE BALLS RECOVERED_HUSTLE_WEIGHTED,AGE_HUSTLE_WEIGHTED,OFF LOOSE BALLS RECOVERED_HUSTLE_WEIGHTED,STL_GENERAL - DEFENSE_WEIGHTED,OPP PTS PAINT_GENERAL - DEFENSE_WEIGHTED,LOOSE BALLS RECOVERED_HUSTLE_WEIGHTED,DEF BOX OUTS_BOX OUTS_WEIGHTED,BOX OUTS_BOX OUTS_WEIGHTED,AGE_BOX OUTS_WEIGHTED,SCREEN ASSISTS_HUSTLE_WEIGHTED,AGE_GENERAL - DEFENSE_WEIGHTED,AGE_DEFENSE DASHBOARD_WEIGHTED,OFF BOX OUTS_BOX OUTS_WEIGHTED,FREQ%_DEFENSE DASHBOARD_WEIGHTED,IMPACT SCORE
ANTHONY EDWARDS,MIN,22,54,25,35.1,108.5,4.8,13.1,19.1,1.3,22.4,0.5,11.5,12.0,9.1,9.7,33.7,0.152,MIN,22.0,G,79.0,100.0,4.9,10.9,44.4,46.9,-2.4,MIN,22.0,35.5,0.2,0.5,2.0,0.4,0.5,0.9,44.4,55.6,0.0,1.8,1.3,3.0,MIN,22.0,35.5,0.2,0.0,0.2,0.2,0.1,17.6,82.4,88.2,64.7,79,514.0,0.2236407403578154,542.0,0.05096057341227784,1.4767478230866666,1.4595174548718326,2.844479923143627,0.015656060587220005,1.1027794787174963,0.23049617993728777,0.11591698501352317,2.5279022488324414,0.4993760536065518,0.02863028527179363,0.24149751865236446,0.764708586221066,0.30241603910967063,0.18603177977794624,1.0717921503255021,0.043390842730230514,0.027739011712070733,0.13029710410461454,1.0926320687768307,0.6968409958513013,0.16810514857432773,0.7086500658321792,0.0,0.22194722193443256,0.12973213987619395,-0.024829736427989097,0.002311082059974928,0.25781114849466635,0.6888711841062627,0.39557673415478106,0.6387815386330952,0.03633573411689202,3.8322485198141307,0.0006569658999357771,0.00130393604234526,0.011575054482121061,0.2774035201167613,0.003077719999435907,0.0027565275109443545,0.12111131662781902,0.0020237047678743746,0.00619282702931166,0.14163483997976214,0.0036015802938968436,0.0007620536984715903,0.0007462551846936314,0.0794834244447298,0.0006120116338822843,0.0671853953571322,0.062028488993657614,0.0,0.0,22.747505566974038
MIKAL BRIDGES,BKN,27,32,50,34.8,114.3,3.7,10.5,15.6,1.0,20.9,0.4,9.3,10.7,10.1,11.4,35.4,0.093,BKN,27.0,G-F,80.0,100.0,5.4,11.6,46.5,47.0,-0.5,BKN,27.0,34.8,0.2,0.4,1.5,0.3,0.3,0.6,54.0,46.0,0.01,2.1,2.0,4.1,BKN,27.0,34.8,0.5,0.0,0.5,0.5,0.1,2.6,97.4,97.4,21.1,82,542.0,0.3280981983143878,558.0,0.031179824521985786,1.4641260468209685,1.4307382374518245,3.1411830443785633,0.012524848469776004,1.081034531249827,0.25582543047984685,0.1277452487904133,2.663034350613346,0.4659356928739702,0.04404659272583635,0.19529799334495562,0.8008772355693596,0.04467509668665588,0.19797877480955745,0.34953345242454553,0.0593008183979817,0.02080425878405305,0.15313267905078412,1.2915335376075645,0.41294281235632674,0.13474076794125506,0.5862932199330978,0.00012668734043386708,0.18127626503545274,0.1156778247229396,-0.005172861755831062,0.0033905354579907582,0.5156222969893327,0.7150308493254878,0.3964201813491409,0.6468673808942736,0.028008795048437597,3.94537762741012,0.0006569658999357771,0.00325984010586315,0.01350423022914124,0.3373826596014664,0.0024621759995487255,0.0016539165065666127,0.14863661586141425,0.001517778575905781,0.0047637130994705075,0.14877962419239107,0.0024010535292645625,0.0019051342461789756,0.0018656379617340785,0.09754783909125932,0.0006120116338822843,0.08245480339284406,0.07612587285585252,0.0,0.0,22.432639949882994
AUSTIN REAVES,LAL,26,47,35,32.1,115.6,3.6,10.7,15.7,0.8,17.5,0.3,8.2,11.1,9.4,10.9,34.0,0.074,LAL,26.0,G,82.0,100.0,7.2,14.5,49.4,46.8,2.7,LAL,26.0,32.1,0.3,0.6,1.3,0.5,0.5,1.0,47.5,52.5,0.1,3.0,2.2,5.2,LAL,26.0,32.1,0.6,0.0,0.6,0.6,0.2,4.0,96.0,98.0,26.0,82,498.0,0.3318483997373827,522.0,0.024809752845451054,1.3505300604296866,1.3197326845460797,3.160533247937363,0.009393636352332002,0.9971611624459614,0.23809495510005552,0.1703269983872177,2.6933225803228593,0.3901375418801186,0.04845125199841999,0.17219823069125118,0.8508244180027175,0.06873091797947059,0.24747346851194682,0.430704728106075,0.0752107940657329,0.018030357612845976,0.14641633347838132,1.272969400516696,0.6065097556483549,0.13730725875918373,0.6691390010106008,0.0012668734043386708,0.18243829237542358,0.1200022293854794,0.027933453481487736,0.0034292896814659135,0.36093560789253293,0.7150308493254878,0.39473328696042115,0.6630390654166305,0.027251800587669014,3.6908371353191445,0.0013139317998715541,0.00391180812703578,0.01929175747020177,0.29677178390869735,0.0036932639993230883,0.0027565275109443545,0.1431315560146952,0.0025296309598429683,0.0038109704795764063,0.142895684252579,0.004001755882107604,0.002286161095414771,0.002238765554080894,0.09393495616195341,0.0009180174508234265,0.07940092178570168,0.07330639608341355,0.0,0.0,22.161100308995145
DERRICK WHITE,BOS,29,58,15,32.6,109.9,3.5,10.0,14.6,1.0,22.4,1.2,25.5,8.5,9.4,8.6,32.5,0.13,BOS,29.0,G,73.0,100.0,6.3,13.8,45.3,47.0,-1.6,BOS,29.0,32.6,0.6,1.4,2.1,0.2,0.3,0.5,36.8,63.2,0.1,4.1,2.5,6.6,BOS,29.0,32.6,0.3,0.0,0.3,0.3,0.1,8.7,91.3,95.5,22.7,73,553.0,0.4022084059288889,515.0,0.04358470094471131,1.37156635420585,1.3402892684175138,3.0799073997756956,0.03757454540932801,1.0126932677800107,0.23809495510005552,0.1490361235888155,2.5605203423657636,0.4993760536065518,0.05505824090729544,0.53549449788133,0.7802094359417632,0.14948974660534853,0.23552647348033562,0.37603835876953473,0.09545985400650712,0.029125962297674272,0.11552114384532837,1.210646940283066,0.7484588473958422,0.1283245408964334,0.8055159021689519,0.0012668734043386708,0.16965599163574424,0.09189359907897071,-0.016553157618659397,0.004156383268210214,0.15468668909679983,0.6365518536678123,0.3964201813491409,0.5902664850660246,0.02649480612690043,3.641343150745899,0.0006569658999357771,0.00195590406351789,0.026365401875942416,0.2299200346913697,0.00861761599842054,0.0016539165065666127,0.15964673555485234,0.0010118523839371873,0.0047637130994705075,0.13659146288849464,0.002000877941053802,0.0011430805477073854,0.001119382777040447,0.10477360494987112,0.001836034901646853,0.0885625666071288,0.08176482640073049,0.0,0.0,22.14607978858257
FRED VANVLEET,HOU,30,38,35,36.8,111.6,3.4,8.9,13.2,1.4,23.9,0.8,23.7,11.0,10.0,7.8,36.4,0.126,HOU,30.0,G,73.0,100.0,6.2,13.2,47.1,46.7,0.4,HOU,30.0,36.8,0.8,1.8,3.1,0.3,0.4,0.6,38.3,61.7,0.0,1.7,2.2,3.9,HOU,30.0,36.8,0.6,0.0,0.6,0.6,0.1,0.0,100.0,97.8,22.2,73,532.0,0.519906932314733,434.0,0.04224363322333558,1.5482712219256218,1.5129645729375616,3.1540831800844296,0.02504969693955201,1.143162952586024,0.25329250542559095,0.14667047083343748,2.600128027370511,0.5328164143391334,0.04845125199841999,0.4976948862661772,0.8112111353831578,0.0,0.22528619202466882,0.36775557553672555,0.05640809554929967,0.04299546815370964,0.10477499092948386,1.3260097922048917,0.490369589673138,0.11420884139782572,0.7863976449972204,0.0,0.15338760887615233,0.11892112821984446,0.004138289404664849,0.005372668603255181,0.36093560789253293,0.6365518536678123,0.39388983976606134,0.5902664850660246,0.025737811666131843,3.068627043541204,0.0006569658999357771,0.00391180812703578,0.010931995899781003,0.23929177523585488,0.011079791997969265,0.0022052220087554835,0.16515179540157138,0.001517778575905781,0.00666919833925871,0.152982438435114,0.0024010535292645625,0.002286161095414771,0.002238765554080894,0.10838648787917701,0.0024480465355291373,0.09161644821427117,0.08458430317316948,0.0,0.0,22.076434512385692
NAZ REID,MIN,24,56,25,24.2,105.5,4.3,17.0,25.2,0.8,18.2,0.9,26.4,8.1,6.5,6.8,23.1,0.128,MIN,24.0,C-F,81.0,100.0,4.6,9.7,47.5,48.1,-0.6,MIN,24.0,24.2,0.7,1.6,1.3,0.2,0.2,0.4,53.1,46.9,0.01,3.2,2.1,5.4,MIN,24.0,24.2,0.8,0.1,0.7,0.8,0.4,9.2,90.8,98.5,46.2,81,494.0,0.3241507560800515,554.0,0.04291416708402345,1.0181566187663058,0.9949386593774182,3.176658417569697,0.02818090905699601,0.7517538981679833,0.16464012852663412,0.10882002674738908,2.4580063341181804,0.4057430435553233,0.04624892236212817,0.5543943036889063,0.8181004019256899,0.15808111135278236,0.1655512168666127,0.7653291707115641,0.07810351691441493,0.018030357612845976,0.09134229978467824,1.2040168913220415,0.7226499216235718,0.21815171952393678,0.5977641742361367,0.00012668734043386708,0.2928308896726544,0.08756919441643092,-0.006207434106997274,0.003349742966801694,0.25781114849466635,0.7063109609190794,0.40569810048709953,0.654953223155452,0.0325507618130491,3.9170953505111226,0.0026278635997431083,0.00521574416938104,0.02057787463488189,0.3317596152747753,0.009848703998194902,0.0011026110043777417,0.1321214363212571,0.0010118523839371873,0.0038109704795764063,0.09708500900689927,0.0016007023528430417,0.002667187944650566,0.0029850207387745256,0.08670919030334161,0.002142040718587995,0.07329315857141694,0.06766744253853559,7.431380097778425e-05,0.0,21.781965574407206
JAYLEN BROWN,BOS,27,52,18,33.5,111.6,4.3,11.9,17.5,1.2,25.5,0.5,11.0,9.5,9.9,9.6,33.3,0.118,BOS,27.0,G-F,70.0,100.0,4.8,10.8,44.8,47.1,-2.4,BOS,27.0,33.5,0.2,0.6,1.8,0.6,0.5,1.1,54.1,45.9,0.01,2.0,2.1,4.2,BOS,27.0,33.5,0.9,0.1,0.7,0.8,0.4,14.8,85.2,98.3,52.5,70,527.0,0.2132371712878469,425.0,0.03956149778058411,1.409431683002944,1.3772911193860955,3.1702083497167632,0.015656060587220005,1.0406510573812993,0.25075958037133506,0.11355133225814514,2.600128027370511,0.5684861324538871,0.04624892236212817,0.23099762653704428,0.771597852763598,0.2543043965240412,0.18432506620200179,0.8696922394449592,0.06074717982232272,0.02496511054086366,0.128953834990134,1.1297603429585676,0.671032070079031,0.15270620366675575,0.5850186694549824,0.00012668734043386708,0.2033547844948989,0.10270461073532021,-0.024829736427989097,0.002203572570430019,0.18562402691615978,0.6103921884485872,0.39726362854350084,0.5660089582824894,0.0325507618130491,3.0049919205184605,0.0026278635997431083,0.00521574416938104,0.01286117164680118,0.33800744230443214,0.0036932639993230883,0.0027565275109443545,0.14863661586141425,0.003035557151811562,0.005716455719364609,0.13995371428267298,0.0044019314703183645,0.002667187944650566,0.0033581483311213413,0.09754783909125932,0.0006120116338822843,0.08245480339284406,0.07612587285585252,7.431380097778425e-05,0.0,21.70621222365735
DILLON BROOKS,HOU,28,36,36,30.9,113.6,2.7,8.4,12.7,0.9,18.7,0.1,5.0,10.0,9.1,7.0,31.1,0.089,HOU,28.0,G-F,72.0,100.0,6.9,14.1,48.8,47.4,1.4,HOU,28.0,30.9,0.5,1.1,1.4,0.2,0.2,0.4,41.4,58.6,0.0,2.1,2.6,4.7,HOU,28.0,30.9,0.6,0.1,0.5,0.5,0.2,12.5,87.5,94.6,40.5,72,537.0,0.4691171521595748,508.0,0.02983875680061005,1.3000429553668946,1.2703968832546373,3.0508820944374953,0.003131212117444001,0.9598841096442431,0.23049617993728777,0.16323004012108364,2.646725303846685,0.4168898304661839,0.05726057054358726,0.10499892115320195,0.8404905181889193,0.2147841186858456,0.24064661420816896,0.67090544185754,0.0679789869440278,0.01941730819844951,0.09402883801363937,1.1602585681792803,0.4645606639008676,0.10779261435300405,0.746886580175642,0.0,0.14757747217629807,0.10811011656349497,0.014484012916326972,0.004847811864009662,0.37124805383231957,0.627831965261404,0.3997939701265804,0.5821806428048463,0.02043885044075176,3.5918491661726537,0.0013139317998715541,0.00325984010586315,0.01350423022914124,0.25866003902779094,0.006770983998758996,0.0011026110043777417,0.15414167570813328,0.0010118523839371873,0.004287341789523457,0.13070752294868257,0.0016007023528430417,0.0019051342461789756,0.002238765554080894,0.10116072202056521,0.0015300290847057108,0.08550868499998643,0.07894534962829151,7.431380097778425e-05,0.0,21.577612903237135
ROYCE O.NEALE,PHX,31,38,41,24.7,110.4,4.0,15.5,23.1,0.7,18.6,0.6,19.0,9.0,6.5,7.6,23.7,0.095,PHX,31.0,F,78.0,100.0,4.8,10.0,47.8,46.9,0.9,PHX,31.0,24.9,0.7,1.5,1.6,0.1,0.2,0.4,34.5,65.5,0.01,1.5,1.6,3.1,PHX,31.0,24.9,0.7,0.1,0.6,0.6,0.3,7.5,92.5,96.1,41.2,79,475.0,0.5344789410005025,532.0,0.03185035838267365,1.039192912542469,1.0237178767974262,3.099257603334496,0.018787272704664005,0.7734988456356522,0.16464012852663412,0.11355133225814514,2.572169661484807,0.4146604730840118,0.03523727418066908,0.39899590038216737,0.8232673518325889,0.12887047121150735,0.17067135759444607,0.6825013383834728,0.044837204154571535,0.022191209369656587,0.10208845270052273,1.2265590577895247,0.490369589673138,0.19890303838947176,0.8348305631656067,0.00012668734043386708,0.26842831553326657,0.09729910490714547,0.009311151160495912,0.005523254349830689,0.42281028353125283,0.6888711841062627,0.39557673415478106,0.6306956963719168,0.030279778430743347,3.7615428275666374,0.001970897699807331,0.00391180812703578,0.009645878735100885,0.2155500325231591,0.00923315999830772,0.0011026110043777417,0.17065685524829044,0.0005059261919685937,0.003334599169629355,0.09960669755253301,0.0016007023528430417,0.002286161095414771,0.00261189314642771,0.11199937080848292,0.002142040718587995,0.09467032982141355,0.08740377994560845,7.431380097778425e-05,0.0,21.539421348971057
JALEN WILLIAMS,OKC,23,51,20,31.3,108.9,3.5,10.2,15.8,1.1,20.5,0.6,13.8,8.9,10.1,8.0,30.8,0.135,OKC,23.0,G-F,71.0,100.0,4.5,10.0,44.8,47.3,-2.5,OKC,23.0,31.3,0.3,0.7,2.8,0.3,0.4,0.7,43.1,56.9,0.01,2.3,1.7,4.0,OKC,23.0,31.3,0.7,0.1,0.7,0.7,0.4,7.7,92.3,94.2,50.0,71,529.0,0.187774602804631,483.0,0.04526103559643098,1.3168719903878252,1.2868421503517848,3.037981958731629,0.018787272704664005,0.9723097939114826,0.25582543047984685,0.10645437399201106,2.5372217041276763,0.4570182633452818,0.0374396038169609,0.2897970223828374,0.771597852763598,0.1323070171104809,0.17067135759444607,0.8282783232809134,0.05785445697364069,0.03883461639689902,0.107461529158445,1.223907038205115,0.6581276071928958,0.13089103171436206,0.7252192220476796,0.00012668734043386708,0.18360031971539445,0.09621800374151052,-0.02586430877915531,0.0019404448186246368,0.2062489187957331,0.6191120768549956,0.39895052293222055,0.5740948005436678,0.02649480612690043,3.415084935553921,0.0026278635997431083,0.004563776148208409,0.014790347393821356,0.2692813449782075,0.00430880799921027,0.0022052220087554835,0.12661637647453805,0.001517778575905781,0.005240084409417559,0.1294466786758657,0.0028012291174753226,0.002667187944650566,0.00261189314642771,0.08309630737403571,0.0009180174508234265,0.07023927696427457,0.0648479657660966,7.431380097778425e-05,0.0,21.49082233173959
AL HORFORD,BOS,38,51,14,26.8,109.5,5.1,17.8,25.5,0.6,16.7,1.0,25.8,7.4,7.1,6.5,26.3,0.109,BOS,38.0,C-F,65.0,100.0,6.3,13.4,46.5,48.0,-1.5,BOS,38.0,26.8,1.4,3.4,1.0,0.1,0.3,0.4,26.9,73.1,0.0,5.0,3.1,8.1,BOS,38.0,26.8,1.6,0.3,1.3,1.5,0.9,21.2,78.8,96.1,60.2,65,509.0,0.5705944177711612,410.0,0.036544095407488715,1.1275453464023553,1.1018328955088765,3.099257603334496,0.03131212117444001,0.8325208459050394,0.17983767885216959,0.1490361235888155,2.5512008870705287,0.37230268282274176,0.06827221872504635,0.541794433150522,0.8008772355693596,0.3642738652911941,0.22869961917655776,0.9972471012302199,0.11715527537162239,0.013869505856035367,0.08731249244123655,1.0448957162574546,0.6581276071928958,0.22841768279565144,0.9316963995023793,0.0,0.296316971692567,0.08000148625698628,-0.015518585267493185,0.005896468238850054,0.14437424315701317,0.5667927464165452,0.4048546532927397,0.5255797469765973,0.038606717499197765,2.8989333821472205,0.005912693099421993,0.00977952031758945,0.032152929117002946,0.16806654709776753,0.020928495996164167,0.0016539165065666127,0.20919227417532374,0.0005059261919685937,0.0028582278596823046,0.11053401458361259,0.0016007023528430417,0.004953349040065337,0.005970041477549051,0.13728955131362422,0.00428408143717599,0.11604750107141015,0.10714011735268134,0.00022294140293335272,0.0,21.44896009343074
JRUE HOLIDAY,BOS,34,53,16,32.8,110.9,4.2,11.7,17.2,0.9,19.7,0.8,17.6,9.1,9.6,8.8,31.9,0.121,BOS,34.0,G,69.0,100.0,6.6,14.6,45.1,47.2,-2.1,BOS,34.0,32.8,0.5,1.3,2.3,0.4,0.4,0.8,48.1,51.9,0.09,2.4,2.7,5.1,BOS,34.0,32.8,0.7,0.1,0.7,0.7,0.3,8.0,92.0,95.8,35.4,69,555.0,0.5338598289980065,416.0,0.040567298571615916,1.3799808717163151,1.3485119019660874,3.0895825015550957,0.02504969693955201,1.0189061099136303,0.2431608052085673,0.15613308185494956,2.5838189806038505,0.4391834042879049,0.059462900179879076,0.3695962024592709,0.7767648026704972,0.13746183595894118,0.24918018208789128,0.5864210528828867,0.07376443264139187,0.031899863468881344,0.1182076820742895,1.2199290088285004,0.6839365329651662,0.15013971284882707,0.6614916981419082,0.0011401860639048036,0.19986870247498636,0.0983802060727804,-0.02172601937449046,0.005516856505503244,0.16499913503658648,0.6016723000421788,0.3981070757378607,0.557923116021311,0.03179376735228052,2.9413567974957164,0.001970897699807331,0.004563776148208409,0.015433405976161415,0.3005204801264914,0.008002071998533358,0.0022052220087554835,0.18717203478844757,0.0020237047678743746,0.004287341789523457,0.13406977434286088,0.0032014047056860835,0.002667187944650566,0.00261189314642771,0.12283801959640062,0.0015300290847057108,0.10383197464284066,0.0958622102629254,7.431380097778425e-05,0.0,21.415048426085797
LUGUENTZ DORT,OKC,25,54,25,28.4,112.1,2.7,8.9,13.7,0.9,19.0,0.6,15.2,8.6,9.3,7.8,27.2,0.095,OKC,25.0,G,79.0,100.0,5.1,11.5,44.6,47.0,-2.4,OKC,25.0,28.4,0.8,1.7,1.7,0.3,0.6,0.8,34.3,65.7,0.05,1.7,2.5,4.2,OKC,25.0,28.4,0.6,0.2,0.4,0.5,0.2,30.4,69.6,90.9,38.6,79,551.0,0.5555185835272263,491.0,0.03185035838267365,1.1948614864860778,1.167613963897466,2.9315558391582277,0.018787272704664005,0.882223582973997,0.23556203004579962,0.1206482905242792,2.611777346489555,0.42357790261270023,0.05505824090729544,0.3191967203057339,0.7681532194923321,0.5223549766439765,0.196272061233613,0.6394308655728652,0.06074717982232272,0.023578159955260122,0.10477499092948386,0.9229028153746045,0.6968409958513013,0.11420884139782572,0.8373796641218376,0.0006334367021693354,0.15919774557600658,0.09297470024460566,-0.024829736427989097,0.005740676007056469,0.25781114849466635,0.6888711841062627,0.3964201813491409,0.6387815386330952,0.02043885044075176,3.4716494893519156,0.0013139317998715541,0.00325984010586315,0.010931995899781003,0.21430046711722772,0.010464247998082083,0.0033078330131332255,0.13762649616797615,0.001517778575905781,0.004287341789523457,0.1143165474020632,0.0032014047056860835,0.0015241073969431806,0.002238765554080894,0.09032207323264752,0.0024480465355291373,0.07634704017855931,0.07048691931097456,0.0001486276019555685,0.0,21.335089483747378
JADEN MCDANIELS,MIN,23,48,24,29.2,110.4,2.3,7.8,11.5,0.9,19.2,0.6,17.3,9.9,7.9,7.9,28.1,0.11,MIN,23.0,F,72.0,100.0,5.5,12.2,45.2,46.8,-1.7,MIN,23.0,29.6,0.2,0.5,2.0,0.3,0.3,0.6,44.4,55.6,0.0,3.3,2.0,5.3,MIN,23.0,29.6,0.3,0.0,0.3,0.3,0.1,4.3,95.7,91.3,21.7,72,554.0,0.4804814396342488,550.0,0.03687936233783265,1.2285195565279392,1.2169497651889083,2.9444559748640944,0.018787272704664005,0.9195006357757152,0.20010107928621687,0.1301109015457913,2.572169661484807,0.4280366173770444,0.04404659272583635,0.36329626719007874,0.7784871193061302,0.07388573682793088,0.20821905626522422,0.35947279230391643,0.0766571554900739,0.027739011712070733,0.10611826004396444,1.2689913711400813,0.6194142185344901,0.10009314189921804,0.7086500658321792,0.0,0.13363314409664787,0.10702901539786001,-0.01758772996982561,0.004965249325829435,0.2474987025548797,0.627831965261404,0.39473328696042115,0.5821806428048463,0.017410872597677422,3.888813073612125,0.0006569658999357771,0.00195590406351789,0.021220933217221946,0.2774035201167613,0.003077719999435907,0.0016539165065666127,0.12661637647453805,0.001517778575905781,0.004287341789523457,0.11809908022051384,0.0024010535292645625,0.0011430805477073854,0.001119382777040447,0.08309630737403571,0.0006120116338822843,0.07023927696427457,0.0648479657660966,0.0,0.0,21.19703845446229
GARY TRENT JR,TOR,25,24,47,28.1,118.2,2.3,8.3,12.8,1.1,24.3,0.1,5.3,9.6,9.4,8.3,32.7,0.044,TOR,25.0,G,71.0,100.0,3.6,6.9,51.4,46.4,5.0,TOR,25.0,28.3,0.2,0.3,2.1,0.2,0.4,0.6,38.1,61.9,0.01,0.6,1.0,1.5,TOR,25.0,28.3,0.2,0.0,0.2,0.2,0.1,0.0,100.0,100.0,35.7,71,479.0,0.6568984939962398,490.0,0.014751744935133058,1.1822397102203799,1.1635026471231793,3.225033926466697,0.003131212117444001,0.8791171619071871,0.23809495510005552,0.08516349919360885,2.753899039741886,0.5417338438678219,0.022023296362918176,0.11129885642239407,0.8852707507153781,0.0,0.11776323674016781,0.5913907228225723,0.021695421365115257,0.029125962297674272,0.1114913365018867,1.3260097922048917,0.30970710926724504,0.10650936894403973,0.7889467459534512,0.00012668734043386708,0.14873949951626894,0.10378571190095516,0.05172861755831062,0.006788326323147966,0.4846849591699728,0.6191120768549956,0.39135949818298166,0.5740948005436678,0.017410872597677422,3.464578920127166,0.0006569658999357771,0.00130393604234526,0.0038583514940403536,0.23804220982992355,0.0018466319996615441,0.0022052220087554835,0.13762649616797615,0.0010118523839371873,0.005240084409417559,0.13743202573703925,0.0024010535292645625,0.0007620536984715903,0.0007462551846936314,0.09032207323264752,0.0006120116338822843,0.07634704017855931,0.07048691931097456,0.0,0.0,21.141211493128232
